iter	RMSE
200	1.650655177
201	1.645196986
202	1.642889392
203	1.639208808
204	1.637085367
205	1.632409085
206	1.629945829
207	1.626919703
208	1.621666008
209	1.618342206
210	1.617028164
211	1.611707713
212	1.608876622
213	1.603489776
214	1.60286716
215	1.602075091
216	1.600919382
217	1.595844356
218	1.595166545
219	1.594300376
220	1.592764173
221	1.591151008
222	1.587537826
223	1.585602178
224	1.581678373
225	1.57979784
226	1.575320926
227	1.573730584
228	1.570142017
229	1.566131212
230	1.56380302
231	1.561174946
232	1.556345182
233	1.553118516
234	1.548936087
235	1.543703713
236	1.540906412
237	1.53877487
238	1.535436329
239	1.531571671
240	1.530265487
241	1.526005266
242	1.522488922
243	1.52018787
244	1.51688743
245	1.514343114
246	1.510033292
247	1.505245526
248	1.501786007
249	1.499482854
250	1.496551411
251	1.494298833
252	1.491612775
253	1.487163497
254	1.48635807
255	1.481862101
256	1.478364726
257	1.477167719
258	1.471855103
259	1.470188661
260	1.466800064
261	1.463867186
262	1.461825621
263	1.458348734
264	1.454984137
265	1.454325426
266	1.4532659
267	1.450274907
268	1.446509365
269	1.444396726
270	1.443007102
271	1.440079833
272	1.438010006
273	1.4354473
274	1.431554668
275	1.42693862
276	1.4231078
277	1.421670033
278	1.419585497
279	1.418612366
280	1.416473135
281	1.414542248
282	1.412270578
283	1.411879705
284	1.410632988
285	1.410426653
286	1.405760266
287	1.402674918
288	1.39894413
289	1.396855265
290	1.393922643
291	1.390253716
292	1.389858346
293	1.386132342
294	1.38499263
295	1.382146206
296	1.381973167
297	1.379664947
298	1.376729505
299	1.374314041
300	1.373405022
301	1.368480107
302	1.365699522
303	1.363597782
304	1.360237231
305	1.359559191
306	1.356966421
307	1.355189556
308	1.351445991
309	1.349643078
310	1.348303941
311	1.345849511
312	1.342435785
313	1.340837391
314	1.337944064
315	1.335670216
316	1.332398413
317	1.329245316
318	1.326486644
319	1.325669391
320	1.323580694
321	1.323081857
322	1.320939725
323	1.319058762
324	1.318582734
325	1.317028576
326	1.313825566
327	1.310720062
328	1.310060965
329	1.307759632
330	1.304674298
331	1.303630954
332	1.302723253
333	1.30080566
334	1.300353779
335	1.2997288
336	1.298028633
337	1.297582738
338	1.295326538
339	1.293360974
340	1.290518738
341	1.288599812
342	1.288157633
343	1.287746944
344	1.284878469
345	1.28365981
346	1.282168957
347	1.278366405
348	1.275342878
349	1.273452469
350	1.270206065
351	1.266427042
352	1.264812256
353	1.262580123
354	1.261573922
355	1.261168758
356	1.259616393
357	1.259178762
358	1.257191493
359	1.255747315
360	1.255590891
361	1.253735977
362	1.249804627
363	1.247679093
364	1.245622812
365	1.242648839
366	1.238811966
367	1.235816686
368	1.233028021
369	1.229668662
370	1.226138345
371	1.223300804
372	1.220259306
373	1.217564318
374	1.215038816
375	1.212367935
376	1.212112245
377	1.209491835
378	1.206337476
379	1.203564742
380	1.201622162
381	1.200273208
382	1.199828902
383	1.199210551
384	1.197404047
385	1.196299484
386	1.195966451
387	1.193637216
388	1.191824529
389	1.18996141
390	1.188840508
391	1.18671276
392	1.183880841
393	1.181101493
394	1.178570678
395	1.177282387
396	1.174491242
397	1.171531579
398	1.169295953
399	1.167038472
400	1.165080023
401	1.162973497
402	1.161068506
403	1.159595662
404	1.159205407
405	1.158677741
406	1.158306092
407	1.157058166
408	1.156628048
409	1.153133936
410	1.152797042
411	1.14976747
412	1.148952443
413	1.14706688
414	1.146361044
415	1.145534795
416	1.144259069
417	1.141687912
418	1.139574949
419	1.136253363
420	1.133448383
421	1.13302603
422	1.130888513
423	1.129885126
424	1.128409515
425	1.128058686
426	1.125966843
427	1.124268347
428	1.123720527
429	1.122392461
430	1.121457664
431	1.119692069
432	1.117621543
433	1.117271042
434	1.116082722
435	1.113623836
436	1.112902351
437	1.112566861
438	1.112054629
439	1.109091845
440	1.108200166
441	1.10696491
442	1.104431791
443	1.102644959
444	1.100801995
445	1.097559188
446	1.094863222
447	1.094244366
448	1.093887932
449	1.091741166
450	1.089182416
451	1.089014257
452	1.087666049
453	1.087377774
454	1.085298704
455	1.083568558
456	1.082217842
457	1.080362689
458	1.078291313
459	1.077820656
460	1.074929301
461	1.072901877
462	1.070646742
463	1.068360078
464	1.06813324
465	1.06673512
466	1.06595877
467	1.063566198
468	1.063322512
469	1.06123889
470	1.059794942
471	1.057029919
472	1.055164558
473	1.054915794
474	1.053629847
475	1.052643319
476	1.052283404
477	1.050922852
478	1.050575338
479	1.049414331
480	1.047798048
481	1.045557821
482	1.044012223
483	1.042748386
484	1.0418064
485	1.039802506
486	1.03885347
487	1.038609735
488	1.037466003
489	1.035839418
490	1.034393906
491	1.034281581
492	1.03235326
493	1.031260048
494	1.029735316
495	1.028200467
496	1.026454293
497	1.025167744
498	1.023164325
499	1.020522395
500	1.020307735
501	1.017908899
502	1.017676035
503	1.017000251
504	1.015945613
505	1.013791716
506	1.011006368
507	1.009292344
508	1.008637892
509	1.007785683
510	1.006586071
511	1.004924448
512	1.004709567
513	1.003646463
514	1.002588138
515	1.001529227
516	1.000637613
517	0.9990319148
518	0.9986012558
519	0.9975969608
520	0.9961516971
521	0.9947303532
522	0.9946479307
523	0.9934373373
524	0.9911618538
525	0.9893965008
526	0.9881309744
527	0.9865298842
528	0.9842521533
529	0.9830995433
530	0.9817844726
531	0.980169388
532	0.9792167008
533	0.9765583376
534	0.9752536507
535	0.973080438
536	0.9726354878
537	0.9711300505
538	0.9693912645
539	0.9674750977
540	0.9657523989
541	0.9635353248
542	0.9630030442
543	0.9616104442
544	0.960273785
545	0.9582352914
546	0.9563530624
547	0.9544345452
548	0.9531660622
549	0.9521489474
550	0.9501417297
551	0.9489390564
552	0.9479431682
553	0.9467643661
554	0.9463291177
555	0.9460555329
556	0.9438040648
557	0.9413713508
558	0.9411469498
559	0.9394858881
560	0.9388451457
561	0.9364752151
562	0.9344413761
563	0.9328758086
564	0.9319955781
565	0.9304176068
566	0.9289925585
567	0.9276985995
568	0.9259016954
569	0.9241696928
570	0.9229989562
571	0.9219811649
572	0.9199672843
573	0.9194947132
574	0.9185104519
575	0.9177874971
576	0.9165491176
577	0.9160529858
578	0.9134312414
579	0.9124565035
580	0.910629866
581	0.9098926669
582	0.9088099005
583	0.9087096153
584	0.9083559587
585	0.9064375794
586	0.9046417886
587	0.9035112629
588	0.9016683791
589	0.8998041408
590	0.8979477241
591	0.8962987883
592	0.8948985582
593	0.8935401692
594	0.8929913395
595	0.8924229125
596	0.8910924327
597	0.889712762
598	0.8879841045
599	0.8868751793
600	0.8863200281
601	0.8850165362
602	0.8840250356
603	0.8825517735
604	0.8813929624
605	0.8796320935
606	0.8795280768
607	0.8782311993
608	0.8773027444
609	0.8762558465
610	0.8755857196
611	0.8742257362
612	0.8737825437
613	0.873579957
614	0.8723830276
615	0.8705552614
616	0.870341146
617	0.8688234681
618	0.8675805568
619	0.8650047152
620	0.8633190668
621	0.8621866531
622	0.8605830179
623	0.8593397042
624	0.8581488593
625	0.8569162193
626	0.8563125872
627	0.85578464
628	0.8543795659
629	0.8532044071
630	0.8527669037
631	0.85106424
632	0.8493442443
633	0.8477428323
634	0.847355488
635	0.8466823923
636	0.8450230714
637	0.8439365962
638	0.8419890545
639	0.840344269
640	0.8387892845
641	0.8383629483
642	0.836378089
643	0.8346725149
644	0.8334374704
645	0.8315084445
646	0.8305588617
647	0.8291315047
648	0.828412948
649	0.8273648075
650	0.8261269675
651	0.8255977728
652	0.8243205096
653	0.8237096931
654	0.8229285481
655	0.8215844904
656	0.8208903516
657	0.8202676623
658	0.8191103179
659	0.8176960825
660	0.8167598188
661	0.8159150327
662	0.8142569379
663	0.8128681216
664	0.8119655318
665	0.8115908594
666	0.8106171836
667	0.8097912337
668	0.8081441438
669	0.8063578044
670	0.8053707292
671	0.804422622
672	0.8038215579
673	0.8027353832
674	0.8025500261
675	0.8014417635
676	0.8004386631
677	0.7993937988
678	0.7977033145
679	0.7971919943
680	0.7962543393
681	0.7946347066
682	0.7935435275
683	0.7925334688
684	0.7918081258
685	0.7903924273
686	0.7902799592
687	0.7894026863
688	0.7893276306
689	0.7875861378
690	0.7873450621
691	0.7864813738
692	0.7857019619
693	0.7843590248
694	0.7824762599
695	0.7818928673
696	0.7808800888
697	0.7803062461
698	0.7802360336
699	0.7786816433
700	0.7777813309
701	0.7771550387
702	0.7759268681
703	0.7748637886
704	0.7746625192
705	0.7743405829
706	0.7731018013
707	0.7714036547
708	0.770917332
709	0.7705618288
710	0.7697004014
711	0.7683455857
712	0.7672419438
713	0.7664039546
714	0.7642468625
715	0.7626953451
716	0.7602007138
717	0.7586326337
718	0.7574630732
719	0.7562350034
720	0.7545982041
721	0.7539404746
722	0.7529433022
723	0.7517115802
724	0.7508378757
725	0.7497325361
726	0.7485005097
727	0.7471096991
728	0.7465541694
729	0.745765739
730	0.7444744515
731	0.7434367024
732	0.7430484248
733	0.7426779676
734	0.7413020045
735	0.7404852469
736	0.7395847965
737	0.7393050282
738	0.738396295
739	0.7377828761
740	0.7365735596
741	0.7359798519
742	0.7351492156
743	0.7350375841
744	0.7335712389
745	0.732528355
746	0.7323031533
747	0.731237427
748	0.7308095164
749	0.730001951
750	0.7292892585
751	0.7288797362
752	0.7275219527
753	0.7265772619
754	0.7253058295
755	0.7231821703
756	0.7219118825
757	0.7216799914
758	0.7211611688
759	0.7202703939
760	0.7197008235
761	0.7183820047
762	0.7168907662
763	0.7161768441
764	0.7151508449
765	0.7140383131
766	0.7128665974
767	0.7117333499
768	0.7108062508
769	0.7099107803
770	0.709299116
771	0.7080762838
772	0.7068832916
773	0.706626072
774	0.7055410661
775	0.705176584
776	0.7039888627
777	0.7032135875
778	0.7024060258
779	0.7008919133
780	0.7001583881
781	0.6992813005
782	0.6989762948
783	0.6975284232
784	0.6971317519
785	0.6963746136
786	0.6956401894
787	0.6947216339
788	0.6942493609
789	0.6939464342
790	0.6932870938
791	0.6930199998
792	0.6920675849
793	0.6917545068
794	0.690298855
795	0.6894795192
796	0.6888586528
797	0.6878797283
798	0.686982947
799	0.686014704
800	0.685249893
801	0.6849209769
802	0.6838867666
803	0.6836768788
804	0.6829208327
805	0.6822614991
806	0.6813565444
807	0.680733612
808	0.6799703846
809	0.6786704716
810	0.6778815944
811	0.6776904851
812	0.6766149652
813	0.6763955485
814	0.6762850602
815	0.6755339596
816	0.6748368399
817	0.6742022022
818	0.6739218799
819	0.6734672861
820	0.6727910169
821	0.6717278673
822	0.6708207948
823	0.6706005033
824	0.6702567974
825	0.6691592727
826	0.6689918736
827	0.6677659415
828	0.6668330978
829	0.6656481635
830	0.6647399436
831	0.6640645569
832	0.6636257542
833	0.6629328804
834	0.6621742278
835	0.6611595871
836	0.6609957001
837	0.6599773121
838	0.6589579363
839	0.6587294584
840	0.658273277
841	0.6580179337
842	0.6570213519
843	0.6568821268
844	0.6562587663
845	0.6556717998
846	0.6553492541
847	0.6547976901
848	0.6536306087
849	0.6531662575
850	0.6521667229
851	0.6516040455
852	0.6512439209
853	0.6508067219
854	0.6496915477
855	0.6492723488
856	0.6481239684
857	0.6477994822
858	0.6476127103
859	0.647111745
860	0.6465908257
861	0.6458748942
862	0.644793699
863	0.6441945659
864	0.6439068299
865	0.6435892591
866	0.6424598825
867	0.6422791812
868	0.641591022
869	0.6411420398
870	0.6398741814
871	0.6394280365
872	0.638484384
873	0.6377618339
874	0.6365397798
875	0.6348933396
876	0.6341005492
877	0.6331143464
878	0.6322851273
879	0.6320949233
880	0.6319921504
881	0.6316603882
882	0.6309369507
883	0.6308181192
884	0.6304126246
885	0.6293414843
886	0.628536857
887	0.6273506085
888	0.6269640674
889	0.6262600245
890	0.6258172632
891	0.6251667613
892	0.6239595527
893	0.6233683583
894	0.6229575947
895	0.6218293931
896	0.6207582468
897	0.6202046332
898	0.6199842543
899	0.6190902433
900	0.6184193029
901	0.6171888893
902	0.6167615881
903	0.6156721341
904	0.61526654
905	0.6145420998
906	0.6136356547
907	0.6132625159
908	0.6122040465
909	0.6114507377
910	0.6104335546
911	0.6096811256
912	0.6080520108
913	0.6075728765
914	0.6070939108
915	0.6064966279
916	0.6056362255
917	0.604104339
918	0.6037940412
919	0.6031283938
920	0.6030300948
921	0.602260856
922	0.6018095112
923	0.6010690603
924	0.6008264505
925	0.6005223838
926	0.5997941
927	0.5986393486
928	0.5984281448
929	0.5983724216
930	0.5973189057
931	0.5963993741
932	0.5955283631
933	0.5949803565
934	0.5943584846
935	0.5933960006
936	0.592310665
937	0.5915094416
938	0.5908575675
939	0.5905344136
940	0.589822748
941	0.5897007387
942	0.5888519764
943	0.5878510425
944	0.5872838902
945	0.5864364353
946	0.586362714
947	0.5862191983
948	0.5854939749
949	0.5848362895
950	0.5837326484
951	0.5831147703
952	0.5822656016
953	0.5816317407
954	0.5810057657
955	0.5807034065
956	0.5797616296
957	0.5796670375
958	0.5794184455
959	0.5792623768
960	0.5783862123
961	0.5779148735
962	0.57742111
963	0.5767663193
964	0.5761292762
965	0.5753035462
966	0.5742745957
967	0.5732952174
968	0.5731836499
969	0.5730318727
970	0.5721860829
971	0.5720125632
972	0.5717618367
973	0.5710976176
974	0.5703201002
975	0.5697653444
976	0.5685147733
977	0.5684286256
978	0.5681763206
979	0.5670790789
980	0.5664716821
981	0.5658402527
982	0.5648778278
983	0.5643804346
984	0.5633898944
985	0.5627517729
986	0.5620916824
987	0.5609563439
988	0.5601194673
989	0.5599062111
990	0.5593316364
991	0.5589351616
992	0.5587444609
993	0.5583324236
994	0.557823218
995	0.5572070394
996	0.5568643146
997	0.5557023104
998	0.5555148554
999	0.5545438954
